year,,TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-
2011-12,,Memphis Grizzlies,7,3,4,.429,48.7,91.4,32.6,76.3,42.7,3.4,11.9,28.9,22.9,30.7,74.4,13.4,29.3,42.7,16.3,15.4,7.1,4.9,6.1,23.3,25.6,0.7
2011-12,,Los Angeles Lakers,12,5,7,.417,48.0,94.0,35.2,83.2,42.3,5.3,17.3,30.4,18.4,23.7,77.8,14.2,30.7,44.8,18.8,12.5,5.8,7.8,7.4,19.7,21.7,-4.2
2011-12,,Los Angeles Clippers,11,4,7,.364,48.5,90.9,34.5,75.3,45.8,6.2,16.4,37.8,15.8,23.7,66.7,8.7,28.1,36.8,17.3,14.7,9.5,6.5,5.0,24.1,21.5,-4.6
2011-12,,Indiana Pacers,11,6,5,.545,48.5,90.9,33.7,79.5,42.4,5.7,17.9,32.0,17.7,23.0,77.1,12.4,31.6,44.0,16.3,15.1,6.9,5.5,5.5,22.0,20.4,1.4
2011-12,,Denver Nuggets,7,3,4,.429,48.0,96.7,38.4,89.3,43.0,5.3,19.0,27.8,14.6,20.3,71.8,15.4,32.3,47.7,20.9,11.1,7.0,6.9,9.4,21.0,18.7,0.4
2011-12,,Dallas Mavericks,4,0,4,.000,48.0,93.3,31.5,78.0,40.4,8.0,21.5,37.2,22.3,26.8,83.2,10.5,30.0,40.5,15.5,14.5,8.0,3.5,7.3,20.8,24.3,-6.5
2011-12,,Chicago Bulls,6,2,4,.333,48.0,84.3,34.0,80.7,42.1,4.3,12.7,34.2,12.0,18.5,64.9,11.5,35.3,46.8,22.5,14.3,5.2,6.7,6.3,20.5,18.8,-1.7
2011-12,,Boston Celtics,20,11,9,.550,48.8,89.5,33.8,77.2,43.8,4.7,16.3,28.5,17.3,21.6,79.9,8.0,31.9,39.9,19.8,13.0,8.2,4.9,4.4,21.7,19.8,1.0
2011-12,,Atlanta Hawks,6,2,4,.333,48.8,82.2,31.8,79.3,40.1,5.8,18.8,31.0,12.7,16.2,78.4,10.0,32.5,42.5,17.5,15.3,5.5,3.3,6.2,19.8,18.8,-4.7
2010-11,,San Antonio Spurs,6,2,4,.333,48.8,94.3,33.7,77.2,43.6,5.3,18.2,29.4,21.7,28.5,76.0,10.2,31.5,41.7,17.8,14.3,7.3,5.8,4.8,21.5,24.5,-3.2
2010-11,,Portland Trail Blazers,6,2,4,.333,48.0,88.2,33.2,73.2,45.3,5.0,16.7,30.0,16.8,21.5,78.3,9.2,28.5,37.7,17.0,11.5,5.7,5.2,3.7,20.8,19.5,-5.2
2010-11,,Philadelphia 76ers,5,1,4,.200,48.0,86.6,33.8,81.6,41.4,6.4,16.4,39.0,12.6,17.4,72.4,10.6,30.0,40.6,20.4,10.6,6.4,3.6,6.2,20.4,14.8,-7.4
2010-11,,Orlando Magic,6,2,4,.333,48.0,88.7,31.0,75.8,40.9,6.2,23.5,26.2,20.5,27.8,73.7,11.8,30.5,42.3,14.5,12.8,6.5,4.0,3.8,21.5,24.2,1.8
2010-11,,Oklahoma City Thunder,17,9,8,.529,49.5,102.5,35.3,79.7,44.3,6.3,19.9,31.6,25.6,31.4,81.6,13.1,32.9,45.9,17.6,15.4,6.8,7.6,5.2,25.0,23.1,1.9
2010-11,,New York Knicks,4,0,4,.000,48.0,90.8,32.0,83.0,38.6,8.3,23.8,34.7,18.5,24.8,74.7,14.5,26.0,40.5,16.8,15.3,6.5,6.8,5.0,18.8,21.0,-8.5
2010-11,,New Orleans Hornets,6,2,4,.333,48.0,89.3,32.8,71.8,45.7,4.5,14.0,32.1,19.2,25.8,74.2,7.7,25.8,33.5,20.2,12.8,7.2,3.0,5.8,23.7,21.2,-7.2
2010-11,,Miami Heat,21,14,7,.667,48.5,92.8,32.6,73.3,44.5,5.9,17.9,33.1,21.6,27.8,77.7,10.1,30.9,41.0,16.5,13.9,7.3,6.0,4.2,19.2,21.5,2.7
2010-11,,Memphis Grizzlies,13,7,6,.538,49.9,98.6,36.7,84.0,43.7,3.8,12.1,31.8,21.4,28.2,76.0,12.5,30.6,43.1,18.8,13.1,8.0,6.0,6.8,23.6,23.7,-0.7
2010-11,,Los Angeles Lakers,10,4,6,.400,48.0,93.2,34.7,77.8,44.6,4.8,16.6,28.9,19.0,24.5,77.6,12.6,28.3,40.9,18.9,12.5,6.9,5.1,3.7,20.6,21.6,-1.3
2010-11,,Indiana Pacers,5,1,4,.200,48.0,90.2,32.8,80.2,40.9,5.8,15.4,37.7,18.8,24.4,77.0,13.0,25.4,38.4,16.0,15.2,8.2,5.6,7.6,23.0,22.2,-7.4
2010-11,,Denver Nuggets,5,1,4,.200,48.0,97.4,32.6,77.0,42.3,6.8,18.4,37.0,25.4,36.0,70.6,7.4,30.6,38.0,17.6,12.2,6.6,3.6,8.6,23.8,25.0,-4.8
2010-11,,Dallas Mavericks,21,16,5,.762,48.2,98.2,34.5,74.9,46.1,8.8,22.2,39.4,20.5,25.4,80.9,9.7,28.7,38.4,20.1,12.9,7.1,4.1,5.1,20.1,21.6,5.8
2010-11,,Chicago Bulls,16,9,7,.563,48.3,92.5,34.0,80.6,42.2,6.3,19.2,32.9,18.2,23.2,78.4,13.4,30.2,43.6,20.1,13.6,7.3,6.6,6.4,21.3,19.6,4.3
2010-11,,Boston Celtics,9,5,4,.556,48.6,94.7,35.8,76.9,46.5,7.4,16.0,46.5,15.7,20.1,77.9,8.9,30.1,39.0,21.0,15.7,7.3,4.2,6.4,21.9,19.7,1.3
2010-11,,Atlanta Hawks,12,6,6,.500,48.0,86.3,32.9,75.8,43.4,4.5,13.9,32.3,15.9,21.9,72.6,9.0,28.2,37.2,18.1,12.4,6.3,5.0,5.3,20.3,20.0,-4.4
2009-10,,Utah Jazz,10,4,6,.400,48.0,107.1,38.1,79.5,47.9,6.5,17.4,37.4,24.4,33.5,72.8,10.9,28.7,39.6,23.8,13.2,5.9,4.4,5.8,27.0,27.2,-2.2
2009-10,,San Antonio Spurs,10,4,6,.400,48.0,96.1,36.4,78.5,46.4,4.8,14.2,33.8,18.5,26.6,69.5,10.1,31.0,41.1,19.2,12.7,6.8,4.3,4.5,21.0,22.6,-3.4
2009-10,,Portland Trail Blazers,6,2,4,.333,48.0,93.0,33.0,76.8,43.0,6.3,16.7,38.0,20.7,28.0,73.8,10.8,26.5,37.3,19.5,11.0,6.0,4.3,4.2,23.2,24.2,-10.3
2009-10,,Phoenix Suns,16,10,6,.625,48.0,107.1,38.0,79.6,47.7,9.4,24.4,38.4,21.8,28.1,77.3,10.7,29.4,40.1,20.8,12.6,5.9,4.1,5.2,22.4,23.3,4.6
2009-10,,Orlando Magic,14,10,4,.714,48.4,96.6,32.8,70.8,46.3,9.9,26.9,36.6,21.1,30.1,70.1,9.3,31.1,40.4,16.9,13.7,6.4,5.5,3.8,22.4,26.1,8.6
2009-10,,Oklahoma City Thunder,6,2,4,.333,48.0,93.8,30.7,78.5,39.1,5.5,18.5,29.7,27.0,32.3,83.5,11.7,31.7,43.3,16.2,12.5,6.5,6.2,6.2,22.8,24.8,-1.7
2009-10,,Milwaukee Bucks,7,3,4,.429,48.0,90.0,33.7,79.6,42.4,6.6,21.3,30.9,16.0,19.9,80.6,11.1,28.0,39.1,16.3,12.4,6.3,3.3,6.9,21.0,19.1,-3.7
2009-10,,Miami Heat,5,1,4,.200,48.0,87.6,33.6,77.2,43.5,6.8,18.2,37.4,13.6,18.6,73.1,9.4,28.2,37.6,17.6,17.8,7.0,5.0,4.4,22.8,18.8,-8.2
2009-10,,Los Angeles Lakers,23,16,7,.696,48.0,101.1,37.3,81.2,46.0,6.8,20.7,33.0,19.6,26.0,75.4,12.8,30.1,42.9,19.7,12.5,6.7,6.2,4.8,23.2,23.3,3.8
2009-10,,Denver Nuggets,6,2,4,.333,48.0,109.3,37.3,78.5,47.6,6.5,18.2,35.8,28.2,36.8,76.5,10.3,29.3,39.7,19.2,13.7,8.2,4.7,4.3,30.8,27.8,-1.2
2009-10,,Dallas Mavericks,6,2,4,.333,48.0,92.8,34.0,79.3,42.9,6.3,19.3,32.8,18.5,23.3,79.3,12.0,31.8,43.8,18.5,13.0,7.5,5.0,3.2,22.5,19.8,-0.5
2009-10,,Cleveland Cavaliers,11,6,5,.545,48.0,100.2,34.9,74.5,46.9,7.2,20.6,34.8,23.2,31.3,74.1,8.6,31.1,39.7,21.1,14.9,6.1,6.6,4.2,21.9,24.5,1.3
2009-10,,Chicago Bulls,5,1,4,.200,48.0,97.0,37.8,86.2,43.9,3.2,10.8,29.6,18.2,22.8,79.8,10.8,30.2,41.0,19.0,10.0,5.8,3.0,8.2,21.4,21.0,-9.2
2009-10,,Charlotte Bobcats,4,0,4,.000,48.0,85.5,31.3,70.5,44.3,4.8,17.0,27.9,18.3,25.5,71.6,8.5,28.0,36.5,20.3,15.5,5.5,4.5,6.5,26.8,23.5,-9.3
2009-10,,Boston Celtics,24,15,9,.625,48.2,93.9,34.3,75.7,45.3,5.8,16.0,36.3,19.5,25.8,75.5,8.8,30.3,39.1,21.1,13.9,8.0,4.6,5.4,24.6,22.7,2.8
2009-10,,Atlanta Hawks,11,4,7,.364,48.0,89.5,33.8,79.6,42.5,4.5,13.6,33.3,17.3,22.0,78.5,13.0,26.9,39.9,16.4,11.7,6.4,5.1,4.0,21.2,20.6,-6.8
2008-09,,Utah Jazz,5,1,4,.200,48.0,97.4,35.0,81.0,43.2,5.0,14.6,34.2,22.4,30.2,74.2,13.2,29.4,42.6,25.4,14.6,9.8,3.4,5.6,23.8,24.4,-9.2
2008-09,,San Antonio Spurs,5,1,4,.200,48.0,90.4,35.0,76.6,45.7,5.8,17.6,33.0,14.6,20.6,70.9,8.8,28.8,37.6,16.0,11.0,5.6,3.0,4.6,22.0,18.6,-6.0
2008-09,,Portland Trail Blazers,6,2,4,.333,48.0,87.2,33.3,74.5,44.7,5.5,14.2,38.8,15.0,19.7,76.3,9.8,26.5,36.3,14.7,11.3,6.0,7.5,3.3,21.7,20.0,-5.3
2008-09,,Philadelphia 76ers,6,2,4,.333,48.0,88.5,34.0,75.0,45.3,5.8,15.8,36.8,14.7,20.7,71.0,8.0,28.8,36.8,17.8,14.7,6.2,3.0,5.0,23.0,20.2,-7.7
2008-09,,Orlando Magic,24,13,11,.542,48.6,97.0,34.5,75.4,45.7,8.4,23.3,36.0,19.6,27.1,72.2,8.3,30.0,38.4,18.9,13.2,6.8,4.8,3.8,21.4,24.3,1.8
2008-09,,New Orleans Hornets,5,1,4,.200,48.0,84.2,27.8,70.2,39.6,6.0,18.4,32.6,22.6,28.0,80.7,9.2,27.8,37.0,15.8,18.4,6.6,2.6,5.2,24.8,24.8,-24.2
2008-09,,Miami Heat,7,3,4,.429,48.0,88.1,31.3,69.6,45.0,7.1,20.0,35.7,18.4,22.6,81.6,8.9,29.9,38.7,15.0,13.4,6.1,5.7,3.6,22.1,21.3,0.9
2008-09,,Los Angeles Lakers,23,16,7,.696,48.4,102.4,37.4,80.5,46.5,7.0,18.4,37.7,20.6,27.5,74.7,11.1,30.9,42.0,19.4,13.0,7.9,6.3,4.3,23.5,23.1,7.2
2008-09,,Houston Rockets,13,7,6,.538,48.0,91.5,34.0,76.1,44.7,6.6,20.2,32.8,16.8,21.9,76.8,9.7,30.8,40.5,17.0,14.2,6.2,3.2,7.1,20.1,21.4,-1.5
2008-09,,Detroit Pistons,4,0,4,.000,48.0,78.0,31.5,77.0,40.9,3.0,12.3,24.5,12.0,14.5,82.8,7.5,26.0,33.5,16.5,11.3,4.3,3.0,4.5,23.8,15.8,-15.5
2008-09,,Denver Nuggets,16,10,6,.625,48.0,107.9,37.3,78.4,47.5,8.1,21.1,38.3,25.4,33.4,75.9,10.7,29.6,40.3,22.6,12.1,9.2,5.2,4.4,25.8,25.5,8.6
2008-09,,Dallas Mavericks,10,5,5,.500,48.0,101.6,35.6,75.7,47.0,7.3,20.6,35.4,23.1,28.4,81.3,9.2,31.5,40.7,18.1,13.0,6.5,3.8,4.1,22.8,23.7,-0.9
2008-09,,Cleveland Cavaliers,14,10,4,.714,48.4,97.6,34.8,75.1,46.3,6.6,19.8,33.6,21.4,28.8,74.2,10.1,30.2,40.3,19.1,12.4,6.6,4.6,3.3,20.6,22.6,8.5
2008-09,,Chicago Bulls,7,3,4,.429,53.0,108.3,38.4,87.1,44.1,7.3,19.3,37.8,24.1,29.9,80.9,10.4,35.1,45.6,19.9,16.1,6.7,8.1,6.7,24.6,23.6,-4.3
2008-09,,Boston Celtics,14,7,7,.500,50.5,102.1,37.4,84.1,44.5,6.7,18.6,36.0,20.6,26.0,79.1,10.9,32.4,43.2,22.9,13.6,7.8,4.9,6.5,24.3,22.7,0.0
2008-09,,Atlanta Hawks,11,4,7,.364,48.0,84.0,30.1,73.6,40.9,6.1,17.5,34.7,17.7,23.8,74.4,10.7,24.2,34.9,16.9,12.1,6.9,3.4,5.5,21.4,21.1,-7.1
2007-08,,Washington Wizards,6,2,4,.333,48.0,92.2,32.0,75.2,42.6,6.0,19.7,30.5,22.2,29.0,76.4,9.7,27.7,37.3,15.7,12.3,7.2,4.8,4.8,22.8,23.2,-3.3
2007-08,,Utah Jazz,12,6,6,.500,48.4,98.9,36.4,81.8,44.5,5.8,16.7,35.0,20.3,27.0,75.0,14.5,29.8,44.3,21.4,12.9,6.5,5.8,6.5,25.5,22.8,-0.3
2007-08,,Toronto Raptors,5,1,4,.200,48.0,99.4,37.2,85.6,43.5,8.4,24.0,35.0,16.6,19.2,86.5,9.8,29.4,39.2,24.0,10.0,7.2,2.4,5.2,22.8,18.0,-4.6
2007-08,,San Antonio Spurs,17,9,8,.529,48.6,94.1,35.5,79.7,44.6,7.5,20.1,37.5,15.5,20.8,74.5,9.0,32.8,41.8,20.4,12.8,5.3,4.1,5.3,22.5,20.3,-0.9
2007-08,,Phoenix Suns,5,1,4,.200,50.0,100.4,38.0,82.4,46.1,5.0,14.8,33.8,19.4,30.4,63.8,9.4,32.2,41.6,18.8,12.4,5.2,7.0,5.0,22.6,27.6,-2.0
2007-08,,Philadelphia 76ers,6,2,4,.333,48.0,85.8,31.2,74.7,41.7,1.8,7.8,23.4,21.7,30.0,72.2,13.5,24.7,38.2,15.8,14.8,8.8,3.7,6.8,19.2,23.7,-7.0
2007-08,,Orlando Magic,10,5,5,.500,48.0,97.1,35.4,75.4,46.9,9.0,25.3,35.6,17.3,24.3,71.2,11.7,31.2,42.9,17.4,14.5,4.8,4.9,3.4,20.5,22.0,1.6
2007-08,,New Orleans Hornets,12,7,5,.583,48.0,96.6,37.6,81.0,46.4,5.8,14.0,41.1,15.7,20.3,77.4,10.3,31.8,42.1,19.3,8.8,7.3,5.1,4.0,20.7,20.7,3.7
2007-08,,Los Angeles Lakers,21,14,7,.667,48.2,102.4,36.8,78.6,46.8,7.0,19.0,36.7,22.0,29.1,75.3,8.8,30.8,39.6,20.8,13.3,7.2,5.3,4.4,23.3,25.0,2.2
2007-08,,Houston Rockets,6,2,4,.333,48.0,88.0,32.2,78.7,40.9,5.8,20.0,29.2,17.8,26.2,68.2,13.0,29.0,42.0,15.5,10.8,6.8,5.5,6.2,21.2,21.8,-2.5
2007-08,,Detroit Pistons,17,10,7,.588,48.0,91.4,33.9,74.5,45.5,4.5,13.3,34.1,19.1,23.8,80.2,10.6,25.6,36.2,20.5,12.9,7.4,5.8,3.9,23.3,21.8,2.3
2007-08,,Denver Nuggets,4,0,4,.000,48.0,101.5,37.8,88.5,42.7,4.5,18.0,25.0,21.5,29.0,74.1,16.5,32.3,48.8,18.5,14.5,6.3,4.8,6.3,25.5,22.5,-13.3
2007-08,,Dallas Mavericks,5,1,4,.200,48.0,94.0,31.6,78.8,40.1,7.2,20.8,34.6,23.6,30.0,78.7,14.4,30.8,45.2,19.4,11.6,4.0,4.0,5.6,20.6,22.4,-8.8
2007-08,,Cleveland Cavaliers,13,7,6,.538,48.0,89.9,31.1,74.1,42.0,6.7,19.4,34.5,21.1,29.2,72.1,11.8,29.2,40.9,20.2,13.8,6.0,4.8,4.2,22.1,23.5,2.2
2007-08,,Boston Celtics,26,16,10,.615,48.0,94.0,33.6,75.1,44.7,6.0,16.8,35.9,20.8,26.6,78.3,11.1,28.9,40.0,21.5,12.8,7.6,4.3,5.0,24.3,22.8,5.2
2007-08,,Atlanta Hawks,7,3,4,.429,48.0,87.1,29.3,71.3,41.1,4.0,12.4,32.2,24.6,31.4,78.2,11.6,26.7,38.3,17.4,15.9,4.3,5.7,5.7,20.1,25.0,-12.0
2006-07,,Washington Wizards,4,0,4,.000,48.0,91.5,34.3,83.0,41.3,6.3,20.5,30.5,16.8,21.8,77.0,10.3,26.3,36.5,18.8,8.8,5.5,3.0,3.5,21.3,19.0,-8.8
2006-07,,Utah Jazz,17,9,8,.529,48.3,97.9,36.4,79.4,45.9,4.3,12.6,34.1,20.8,27.7,74.9,13.0,31.2,44.2,22.2,16.0,7.4,4.8,5.5,24.6,23.2,0.9
2006-07,,Toronto Raptors,6,2,4,.333,48.0,90.8,32.5,73.5,44.2,5.3,14.5,36.8,20.5,25.5,80.4,7.3,30.5,37.8,16.2,14.7,7.7,4.0,3.5,21.3,21.3,-5.3
2006-07,,San Antonio Spurs,20,16,4,.800,48.0,95.7,35.3,76.8,45.9,7.6,19.7,38.4,17.6,24.3,72.4,10.5,30.1,40.6,19.9,13.9,7.1,5.5,4.6,20.5,20.8,4.0
2006-07,,Phoenix Suns,11,6,5,.545,48.0,104.1,39.0,81.8,47.7,7.1,18.7,37.9,19.0,24.4,78.0,9.2,31.2,40.4,23.4,13.8,6.4,5.2,5.3,19.6,22.5,5.0
2006-07,,Orlando Magic,4,0,4,.000,48.0,88.0,34.5,72.3,47.8,2.5,7.3,34.5,16.5,28.5,57.9,11.3,29.0,40.3,18.0,14.8,4.3,3.5,4.3,24.3,23.0,-9.0
2006-07,,New Jersey Nets,12,6,6,.500,48.0,90.2,32.6,73.3,44.4,7.7,20.8,36.8,17.3,23.3,74.3,8.6,31.3,39.8,23.0,16.1,6.3,2.9,4.0,21.2,21.4,1.8
2006-07,,Miami Heat,4,0,4,.000,48.0,88.8,33.3,74.8,44.5,5.5,17.0,32.4,16.8,27.3,61.5,8.0,28.3,36.3,17.8,14.8,6.3,5.3,4.3,25.3,23.5,-11.0
2006-07,,Los Angeles Lakers,5,1,4,.200,48.0,98.0,38.0,86.0,44.2,6.4,19.8,32.3,15.6,21.6,72.2,14.2,29.2,43.4,14.4,15.2,5.8,4.0,4.0,23.0,18.6,-10.4
2006-07,,Houston Rockets,7,3,4,.429,48.0,87.3,29.7,72.4,41.0,7.1,22.3,32.1,20.7,26.3,78.8,9.9,31.7,41.6,18.1,14.9,7.0,4.1,4.9,19.3,22.9,-3.1
2006-07,,Golden State Warriors,11,5,6,.455,48.5,106.6,36.5,81.2,45.0,11.1,31.0,35.8,22.5,30.5,73.5,11.5,26.8,38.3,17.2,14.9,10.3,5.5,4.9,26.6,25.1,1.7
2006-07,,Detroit Pistons,16,10,6,.625,48.6,91.4,32.7,76.0,43.0,5.8,16.6,35.0,20.2,26.3,76.7,11.8,28.8,40.6,20.1,13.3,7.1,4.7,3.7,23.9,22.3,2.9
2006-07,,Denver Nuggets,5,1,4,.200,48.0,88.2,33.6,79.4,42.3,4.6,14.4,31.9,16.4,21.0,78.1,13.0,30.4,43.4,17.6,15.2,5.6,4.2,5.2,18.0,17.8,-6.0
2006-07,,Dallas Mavericks,6,2,4,.333,48.0,98.5,34.2,80.8,42.3,7.0,22.2,31.6,23.2,30.0,77.2,14.0,30.3,44.3,17.8,16.3,8.3,5.0,4.3,23.8,24.8,-6.7
2006-07,,Cleveland Cavaliers,20,12,8,.600,48.5,88.8,32.1,76.3,42.1,5.4,16.6,32.6,19.2,26.1,73.7,11.9,31.4,43.3,17.5,13.0,7.2,3.5,3.8,20.7,21.0,2.2
2006-07,,Chicago Bulls,10,6,4,.600,48.0,92.4,32.5,75.6,43.0,5.9,16.6,35.5,21.5,29.5,72.9,11.6,30.3,41.9,20.6,15.3,7.0,4.2,4.4,22.1,25.5,1.1
2005-06,,Washington Wizards,6,2,4,.333,49.7,101.7,35.3,78.7,44.9,6.2,19.2,32.2,24.8,33.3,74.5,11.5,27.7,39.2,17.5,12.8,6.8,5.5,4.3,22.7,26.8,0.2
2005-06,,San Antonio Spurs,13,7,6,.538,49.2,103.1,36.5,74.1,49.2,6.0,15.3,39.2,24.2,31.1,77.7,8.2,29.0,37.2,17.5,13.3,6.5,5.5,4.2,23.7,26.6,2.2
2005-06,,Sacramento Kings,6,2,4,.333,48.8,97.3,34.7,78.2,44.3,5.2,15.7,33.0,22.8,28.8,79.2,12.3,26.0,38.3,15.3,13.0,7.5,2.5,5.7,26.0,22.8,-9.5
2005-06,,Phoenix Suns,20,10,10,.500,49.0,107.2,40.1,83.1,48.2,9.2,23.5,39.1,17.9,21.6,83.1,7.7,29.0,36.7,23.4,11.6,5.7,4.4,4.3,21.9,21.7,1.2
2005-06,,New Jersey Nets,11,5,6,.455,48.0,94.2,34.3,75.8,45.2,5.4,17.5,30.7,20.3,26.6,76.1,10.0,28.6,38.6,22.1,12.7,6.9,2.5,3.7,26.6,24.0,-0.9
2005-06,,Milwaukee Bucks,5,1,4,.200,48.0,97.6,37.8,80.2,47.1,5.2,12.4,41.9,16.8,21.4,78.5,10.6,26.4,37.0,21.0,13.2,6.0,2.4,4.4,26.8,20.0,-9.6
2005-06,,Miami Heat,23,16,7,.696,48.2,96.3,34.8,72.4,48.1,6.3,19.1,33.3,20.3,30.9,65.5,9.5,32.5,42.0,17.5,15.5,7.0,4.6,2.9,24.0,25.7,3.8
2005-06,,Memphis Grizzlies,4,0,4,.000,49.3,84.3,30.0,66.5,45.1,3.8,12.0,31.3,20.5,28.3,72.6,8.3,26.0,34.3,14.0,16.0,4.8,3.8,4.5,27.5,28.0,-14.0
2005-06,,Los Angeles Lakers,7,3,4,.429,49.4,100.6,37.7,83.1,45.4,7.1,21.4,33.3,18.0,23.6,76.4,11.0,31.6,42.6,17.1,15.0,6.4,3.1,3.4,22.9,21.4,-6.7
2005-06,,Los Angeles Clippers,12,7,5,.583,48.8,105.7,39.7,80.8,49.1,4.5,11.9,37.8,21.8,26.8,81.6,11.0,34.6,45.6,20.8,15.5,5.0,5.9,4.2,23.9,22.4,3.8
2005-06,,Indiana Pacers,6,2,4,.333,48.0,89.3,31.2,70.3,44.3,6.7,19.5,34.2,20.3,27.2,74.8,8.3,29.0,37.3,17.8,15.8,6.0,4.5,3.2,24.8,25.2,-3.7
2005-06,,Detroit Pistons,18,10,8,.556,48.0,91.7,32.1,74.3,43.2,6.9,18.5,37.2,20.6,28.4,72.4,11.3,27.4,38.8,18.7,11.9,6.4,4.1,4.3,20.4,23.8,3.2
2005-06,,Denver Nuggets,5,1,4,.200,48.0,87.4,32.6,85.8,38.0,3.0,13.6,22.1,19.2,26.4,72.7,14.0,27.8,41.8,19.8,11.8,6.8,4.2,5.8,23.2,27.0,-7.6
2005-06,,Dallas Mavericks,23,14,9,.609,48.9,99.7,36.1,80.1,45.1,4.8,15.1,31.7,22.7,28.0,80.9,12.2,30.5,42.7,15.3,12.8,6.6,4.3,4.8,25.5,24.4,4.1
2005-06,,Cleveland Cavaliers,13,7,6,.538,48.8,90.4,33.6,76.8,43.7,4.2,13.2,32.0,18.9,24.8,76.4,12.5,29.8,42.2,16.2,14.5,6.5,4.2,5.4,24.6,21.0,-3.2
2005-06,,Chicago Bulls,6,2,4,.333,48.0,98.3,34.0,76.3,44.5,7.8,19.8,39.5,22.5,30.3,74.2,8.8,30.5,39.3,18.3,15.8,5.7,3.8,5.3,25.8,26.2,-3.0
2004-05,,Washington Wizards,10,4,6,.400,48.0,100.4,35.1,82.6,42.5,5.6,18.8,29.8,24.6,33.8,72.8,12.9,29.9,42.8,17.2,13.7,8.2,5.8,5.4,25.4,0.0,-2.5
2004-05,,Seattle SuperSonics,11,6,5,.545,48.0,98.5,35.5,77.5,45.8,4.8,15.7,30.6,22.8,28.5,79.9,12.6,27.6,40.3,16.2,13.8,6.5,4.5,5.1,26.1,0.4,-1.7
2004-05,,San Antonio Spurs,23,16,7,.696,48.4,96.9,34.7,76.5,45.4,7.1,18.3,38.9,20.4,28.0,72.7,12.3,29.7,42.1,18.4,14.5,5.6,5.8,5.9,21.9,0.0,4.3
2004-05,,Sacramento Kings,5,1,4,.200,48.0,102.2,38.4,86.2,44.5,5.8,20.8,27.9,19.6,24.6,79.7,13.0,23.0,36.0,20.2,11.2,6.2,4.0,4.8,25.8,0.6,-4.4
2004-05,,Phoenix Suns,15,9,6,.600,48.3,112.0,41.8,84.8,49.3,8.6,19.7,43.6,19.8,25.8,76.7,12.1,31.1,43.1,20.5,12.9,6.1,6.3,4.9,20.1,0.0,4.2
2004-05,,Philadelphia 76ers,5,1,4,.200,49.0,90.8,34.8,79.6,43.7,6.6,19.4,34.0,14.6,20.4,71.6,9.6,25.2,34.8,19.8,12.8,8.6,4.0,6.4,21.8,0.2,-8.0
2004-05,,New Jersey Nets,4,0,4,.000,50.5,96.8,33.5,84.8,39.5,6.3,21.5,29.1,23.5,31.3,75.2,13.0,29.8,42.8,21.3,13.0,7.5,1.3,3.5,30.8,0.0,-12.8
2004-05,,Miami Heat,15,11,4,.733,48.7,98.0,36.0,73.1,49.2,6.0,15.5,38.8,20.0,29.9,66.8,8.3,33.3,41.6,18.9,15.3,5.5,5.7,3.4,24.5,0.0,4.3
2004-05,,Memphis Grizzlies,4,0,4,.000,48.0,102.8,41.5,87.8,47.3,7.8,19.8,39.2,12.0,17.0,70.6,11.8,27.8,39.5,21.0,10.8,5.8,4.5,7.8,24.5,0.0,-11.0
2004-05,,Indiana Pacers,13,6,7,.462,48.4,84.0,28.8,73.0,39.5,5.6,17.8,31.6,20.7,26.4,78.4,10.9,29.2,40.1,18.0,15.1,8.1,5.9,6.6,22.0,0.0,-2.9
2004-05,,Houston Rockets,7,3,4,.429,48.0,97.6,35.0,75.1,46.6,7.1,17.7,40.3,20.4,25.9,79.0,10.7,27.0,37.7,18.0,14.3,7.3,5.9,4.9,24.7,0.3,-2.7
2004-05,,Detroit Pistons,25,15,10,.600,48.4,90.3,34.5,79.0,43.7,4.5,13.9,32.6,16.8,22.6,74.2,12.4,29.9,42.3,20.5,12.2,7.3,6.1,5.5,21.0,0.0,4.7
2004-05,,Denver Nuggets,5,1,4,.200,49.0,90.2,32.8,78.6,41.7,2.2,8.4,26.2,22.4,30.4,73.7,10.2,29.2,39.4,16.4,13.0,6.4,5.8,7.0,27.0,0.0,-10.2
2004-05,,Dallas Mavericks,13,6,7,.462,48.4,105.2,38.1,84.2,45.2,6.6,17.5,37.9,22.4,28.5,78.6,14.4,29.1,43.5,17.5,13.2,7.2,5.1,5.9,22.7,0.2,-1.6
2004-05,,Chicago Bulls,6,2,4,.333,48.0,102.5,35.5,84.7,41.9,9.0,23.2,38.8,22.5,31.2,72.2,14.2,30.3,44.5,21.7,15.2,6.3,5.0,6.5,29.2,0.0,-1.8
2004-05,,Boston Celtics,7,3,4,.429,48.7,87.7,32.9,74.3,44.2,4.9,14.9,32.7,17.1,22.7,75.5,10.3,29.1,39.4,16.6,15.3,8.4,6.4,6.6,25.4,0.0,-0.6
2003-04,,San Antonio Spurs,10,6,4,.600,48.0,89.3,33.5,76.2,44.0,6.9,18.9,36.5,15.4,23.9,64.4,12.6,29.7,42.3,19.4,15.5,7.7,4.2,5.2,22.8,0.1,3.1
